age,tenure_months,num_products,is_active_member,balance,estimated_clv,txn_avg_90d,txn_count_30d,app_sessions_30d,days_since_last_txn,failed_txn_rate,num_complaints,num_unresolved,downtime_exposure,fraud_flag,monthly_fee,primary_channel,region_group,churn_probability,risk_band,expected_retention_value,reason_codes,recommended_action,decision,suppression_note,customer_id,churn_30d
45.0,101.0,1.0,0.0,59146.63,127302.12,18.3,12.0,10.0,4.0,0.114,0.0,0.0,4.0,0.0,250.0,Agent,Other,0.21967157811299678,Low,5491.164399382522,"High failed-transaction rate (11.4%), Downtime exposure (4 days), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003776,0
62.0,47.0,2.0,1.0,27291.54,211632.08,6.0,8.0,7.0,22.0,0.031,1.0,0.0,2.0,0.0,250.0,USSD,Lagos-Island,0.39746785406227025,Medium,19529.237172083675,Inactivity (22 days since last txn),Re-engagement via USSD: usability nudge + low-friction check-in (suppress if opted out),FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003777,0
69.0,77.0,2.0,1.0,137921.2,94914.07,7.9,9.0,11.0,29.0,0.041,1.0,1.0,,0.0,50.0,Agent,Other,0.5609463565291435,High,11810.425437463022,"Unresolved service issues (1 open), Inactivity (29 days since last txn)","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003778,0
41.0,119.0,3.0,1.0,30977.96,137834.76,5.5,5.0,11.0,27.0,0.026,2.0,2.0,3.0,0.0,50.0,App,Other,0.9528758033264085,Critical,31334.851915325686,"Unresolved service issues (2 open), Downtime exposure (3 days), Inactivity (27 days since last txn)","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003779,0
20.0,39.0,1.0,0.0,128820.53,165040.27,7.2,9.0,14.0,3.0,0.333,2.0,2.0,1.0,0.0,0.0,Internet,Lagos-Island,0.9302737843359291,Critical,36883.159135180875,"Unresolved service issues (2 open), High failed-transaction rate (33.3%), Single-product relationship","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003780,1
29.0,27.0,2.0,1.0,95629.7,163872.6,4.0,13.0,10.0,8.0,0.125,,0.0,1.0,0.0,50.0,USSD,Lagos-Island,0.09662323801857162,Low,2458.475308630545,High failed-transaction rate (12.5%),Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003781,0
23.0,119.0,2.0,1.0,68064.39,33796.73,1.7,5.0,10.0,2.0,0.124,1.0,1.0,1.0,0.0,0.0,USSD,Lagos-Mainland,0.4825368041219071,Medium,2577.0415209927455,"Unresolved service issues (1 open), High failed-transaction rate (12.4%)","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003782,0
57.0,34.0,1.0,0.0,150760.28,48800.17,3.6,10.0,3.0,0.0,0.271,0.0,0.0,2.0,1.0,50.0,Internet,Lagos-Island,0.43879043324638856,Medium,3853.261934199353,"High failed-transaction rate (27.1%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003783,0
69.0,57.0,2.0,1.0,36643.73,153395.14,15.5,5.0,12.0,14.0,0.334,0.0,0.0,1.0,0.0,100.0,USSD,Lagos-Island,0.3872579030832535,Medium,13350.870064890525,High failed-transaction rate (33.4%),Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003784,0
46.0,53.0,2.0,0.0,15159.16,213124.3,3.8,3.0,10.0,3.0,0.153,1.0,1.0,2.0,0.0,100.0,App,Other,0.7667089125134221,Critical,39351.075070796076,"Unresolved service issues (1 open), High failed-transaction rate (15.3%)","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003785,0
27.0,63.0,1.0,,29215.68,46436.33,12.4,12.0,12.0,5.0,0.102,0.0,0.0,1.0,0.0,100.0,Branch,Lagos-Island,0.1319476717560777,Low,31.791407099225808,"High failed-transaction rate (10.2%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003786,0
19.0,32.0,1.0,1.0,279813.82,51264.63,7.4,8.0,12.0,14.0,0.242,1.0,0.0,1.0,0.0,0.0,App,Lagos-Island,0.5541638741220116,High,5602.251491557875,"High failed-transaction rate (24.2%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003787,0
68.0,81.0,1.0,1.0,40850.66,126405.5,8.2,7.0,15.0,39.0,,1.0,0.0,1.0,1.0,500.0,Internet,Lagos-Mainland,0.7992543991245108,Critical,23757.53798713334,"Inactivity (39 days since last txn), Single-product relationship",Re-engagement via Internet: usability nudge + low-friction check-in (suppress if opted out),FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003788,0
34.0,83.0,3.0,1.0,56527.57,65958.25,4.1,7.0,10.0,12.0,0.043,1.0,1.0,1.0,0.0,50.0,Branch,Other,0.5421566454073069,High,7439.925889234126,Unresolved service issues (1 open),"Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003789,1
23.0,24.0,1.0,1.0,213861.2,159360.57,6.6,,11.0,,0.184,1.0,1.0,0.0,0.0,500.0,Internet,Lagos-Island,0.646729110248144,High,24265.779911184265,"Unresolved service issues (1 open), High failed-transaction rate (18.4%), Single-product relationship","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003790,0
27.0,58.0,1.0,1.0,56593.39,133390.51,11.0,7.0,,0.0,0.063,0.0,0.0,2.0,0.0,250.0,USSD,Lagos-Island,0.16344137170130793,Low,3950.381981584259,Single-product relationship,"Needs-based review: suitability check, no automatic sale",No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003791,0
31.0,,1.0,1.0,122490.47,173106.7,3.9,13.0,6.0,0.0,0.047,3.0,0.0,0.0,0.0,250.0,USSD,Lagos-Mainland,0.2821612587865999,Low,10711.00109409858,"Repeated complaints (3), Single-product relationship","Needs-based review: suitability check, no automatic sale",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003792,0
52.0,27.0,1.0,0.0,230236.82,72763.34,6.3,8.0,11.0,17.0,0.121,0.0,0.0,0.0,1.0,250.0,App,Lagos-Mainland,0.5205757533072791,High,7969.707633413418,"High failed-transaction rate (12.1%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003793,1
64.0,118.0,1.0,1.0,108845.12,63481.69,10.0,6.0,6.0,0.0,0.242,1.0,1.0,,0.0,50.0,App,Lagos-Mainland,0.6456574081777445,High,8746.85585803576,"Unresolved service issues (1 open), High failed-transaction rate (24.2%), Single-product relationship","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003794,0
32.0,61.0,2.0,1.0,77520.77,51911.87,12.6,5.0,13.0,5.0,0.01,1.0,0.0,3.0,0.0,0.0,App,Lagos-Island,0.34816125417611676,Low,3018.425441456883,Downtime exposure (3 days),Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003795,0
53.0,75.0,1.0,0.0,141045.88,209943.86,8.4,8.0,14.0,8.0,0.177,0.0,0.0,4.0,0.0,50.0,USSD,Lagos-Island,0.3879805643331096,Medium,18863.534320267838,"High failed-transaction rate (17.7%), Downtime exposure (4 days), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003796,1
21.0,106.0,1.0,1.0,8254.65,35027.57,23.9,11.0,17.0,7.0,0.022,1.0,0.0,1.0,0.0,0.0,Branch,Lagos-Island,0.17815972973141309,Low,60.12560108703815,Single-product relationship,"Needs-based review: suitability check, no automatic sale",No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003797,0
18.0,85.0,1.0,0.0,55997.56,31990.83,9.7,9.0,8.0,5.0,0.081,0.0,0.0,2.0,0.0,100.0,App,Lagos-Island,0.2886245039036437,Low,808.3343595539504,"High failed-transaction rate (8.1%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003798,0
20.0,95.0,1.0,1.0,187708.94,96759.19,14.1,7.0,12.0,4.0,0.047,1.0,1.0,0.0,0.0,100.0,Internet,Other,0.4450322300438876,Medium,9265.239525735056,"Unresolved service issues (1 open), Single-product relationship","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003799,0
66.0,85.0,1.0,1.0,41304.13,62705.8,11.0,4.0,10.0,6.0,0.21,3.0,2.0,2.0,0.0,0.0,App,Lagos-Mainland,0.9650814922784264,Critical,13629.051759628139,"Unresolved service issues (2 open), High failed-transaction rate (21.0%), Single-product relationship","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003800,0
48.0,60.0,2.0,1.0,87906.29,,7.5,6.0,17.0,3.0,0.116,0.0,0.0,1.0,0.0,100.0,App,Lagos-Mainland,0.1607881114625391,Low,-1500.0,High failed-transaction rate (11.6%),Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003801,0
59.0,76.0,2.0,1.0,123522.57,30104.18,2.5,7.0,14.0,16.0,0.208,1.0,0.0,0.0,0.0,0.0,Internet,Lagos-Mainland,0.34770289087654854,Low,1116.827603366994,High failed-transaction rate (20.8%),Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003802,0
,35.0,2.0,1.0,62112.38,77982.31,15.2,13.0,6.0,5.0,0.221,0.0,0.0,0.0,0.0,50.0,App,Lagos-Mainland,0.12992475320704722,Low,1032.9580953163627,High failed-transaction rate (22.1%),Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003803,0
19.0,106.0,1.0,1.0,124669.64,22325.88,15.1,7.0,18.0,3.0,0.106,0.0,0.0,1.0,0.0,0.0,USSD,Lagos-Island,0.13228961024902489,Low,-761.6295090833751,"High failed-transaction rate (10.6%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003804,0
62.0,22.0,3.0,1.0,96112.16,69800.32,23.4,5.0,11.0,4.0,0.113,2.0,1.0,2.0,0.0,0.0,Internet,Lagos-Mainland,0.7029749973939806,Critical,10766.969942524755,"Unresolved service issues (1 open), High failed-transaction rate (11.3%)","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003805,0
23.0,106.0,2.0,1.0,429906.72,95316.68,7.6,5.0,11.0,0.0,0.159,0.0,0.0,0.0,0.0,0.0,,Lagos-Island,0.19113108334549864,Low,3054.4950773240553,High failed-transaction rate (15.9%),Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003806,0
26.0,105.0,1.0,0.0,142875.12,85574.92,28.4,3.0,12.0,4.0,0.02,2.0,2.0,1.0,0.0,50.0,App,Lagos-Island,0.9300682631587351,Critical,18397.629303586928,"Unresolved service issues (2 open), Single-product relationship","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003807,0
44.0,17.0,1.0,0.0,96179.01,81767.31,14.6,5.0,6.0,8.0,0.36,0.0,0.0,1.0,0.0,500.0,USSD,Lagos-Mainland,0.6442403647455834,High,11669.450404666297,"High failed-transaction rate (36.0%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003808,0
49.0,85.0,2.0,0.0,10817.75,134189.47,18.4,6.0,10.0,6.0,0.097,1.0,0.0,1.0,0.0,100.0,App,Lagos-Island,0.40188353835783946,Medium,11982.134753490787,High failed-transaction rate (9.7%),Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003809,0
29.0,118.0,1.0,1.0,44317.4,44597.69,4.3,11.0,11.0,3.0,0.103,0.0,0.0,1.0,0.0,100.0,Internet,Lagos-Mainland,0.10210664757571095,Low,-361.56984611979783,"High failed-transaction rate (10.3%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003810,0
41.0,69.0,1.0,1.0,31594.99,113052.56,10.3,3.0,14.0,2.0,0.172,0.0,0.0,1.0,0.0,50.0,Agent,Lagos-Mainland,0.17367197324213302,Low,3408.5152938186593,"High failed-transaction rate (17.2%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003811,0
53.0,41.0,2.0,1.0,209989.82,79752.99,21.3,9.0,8.0,12.0,0.127,0.0,0.0,2.0,0.0,0.0,App,Lagos-Mainland,0.28097532461048375,Low,4102.155563476666,High failed-transaction rate (12.7%),Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003812,0
41.0,105.0,1.0,1.0,27974.87,70584.02,4.3,12.0,9.0,31.0,0.226,0.0,0.0,2.0,0.0,250.0,Internet,Lagos-Mainland,0.47332523485906824,Medium,6852.299460949293,"High failed-transaction rate (22.6%), Inactivity (31 days since last txn), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003813,0
37.0,61.0,4.0,0.0,61287.35,,0.9,9.0,9.0,24.0,0.052,0.0,0.0,1.0,0.0,50.0,App,Other,0.29878375091019094,Low,-1500.0,Inactivity (24 days since last txn),Re-engagement via App: usability nudge + low-friction check-in (suppress if opted out),FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003814,0
21.0,15.0,1.0,1.0,104571.34,100202.14,7.2,9.0,12.0,2.0,0.051,2.0,1.0,3.0,0.0,500.0,USSD,Lagos-Island,0.7242457571913178,Critical,16642.743689122606,"Unresolved service issues (1 open), Downtime exposure (3 days), Single-product relationship","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003815,0
41.0,30.0,1.0,1.0,51412.65,117582.95,24.1,11.0,7.0,38.0,0.061,0.0,0.0,0.0,0.0,50.0,App,Lagos-Mainland,0.38783999572650457,Medium,9900.84270637745,"Inactivity (38 days since last txn), Single-product relationship",Re-engagement via App: usability nudge + low-friction check-in (suppress if opted out),FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003816,1
59.0,82.0,1.0,1.0,58597.6,264886.31,19.5,11.0,14.0,12.0,0.205,0.0,0.0,2.0,0.0,0.0,Branch,Lagos-Island,0.24308363646297657,Low,14597.381871014828,"High failed-transaction rate (20.5%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003817,0
50.0,55.0,1.0,0.0,96179.17,79209.33,9.6,7.0,9.0,6.0,0.088,0.0,0.0,0.0,0.0,500.0,App,Lagos-Mainland,0.3099894183362646,Low,4638.513533376308,"High failed-transaction rate (8.8%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003818,0
64.0,26.0,3.0,1.0,41285.35,32854.06,6.4,5.0,8.0,8.0,0.024,0.0,0.0,2.0,0.0,500.0,USSD,Lagos-Mainland,0.2257619638108416,Low,354.29927618980446,Elevated risk pattern (review engagement/friction signals),Monitor: no contact unless risk persists next cycle,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003819,0
24.0,96.0,3.0,1.0,87572.4,45522.33,13.3,8.0,12.0,5.0,0.131,0.0,0.0,1.0,0.0,50.0,,Lagos-Mainland,0.1438735550413533,Low,137.36486271641206,High failed-transaction rate (13.1%),Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003820,0
18.0,15.0,3.0,1.0,137835.6,208829.52,19.5,9.0,8.0,5.0,0.083,2.0,2.0,0.0,0.0,0.0,Agent,Lagos-Mainland,0.6920919977722885,High,34632.30992265702,"Unresolved service issues (2 open), High failed-transaction rate (8.3%)","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003821,0
46.0,27.0,2.0,1.0,46936.19,68748.04,14.6,11.0,7.0,14.0,0.281,2.0,1.0,3.0,0.0,100.0,USSD,Other,0.8413264649456542,Critical,12959.886366285607,"Unresolved service issues (1 open), High failed-transaction rate (28.1%), Downtime exposure (3 days)","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003822,0
27.0,56.0,1.0,1.0,30499.04,133654.93,21.1,6.0,4.0,8.0,0.152,1.0,1.0,0.0,0.0,250.0,App,Lagos-Mainland,0.7018576955976891,Critical,21951.68529376761,"Unresolved service issues (1 open), High failed-transaction rate (15.2%), Single-product relationship","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003823,0
48.0,5.0,1.0,1.0,240896.84,85393.36,21.2,10.0,12.0,6.0,0.309,0.0,0.0,0.0,0.0,250.0,App,Lagos-Island,0.3045900832995856,Low,5002.492658907875,"High failed-transaction rate (30.9%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003824,0
65.0,47.0,1.0,1.0,243212.83,40016.87,12.6,10.0,6.0,3.0,0.085,0.0,0.0,1.0,0.0,50.0,App,Lagos-Island,0.1550058782468878,Low,50.71251976038434,"High failed-transaction rate (8.5%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003825,0
,109.0,,1.0,74965.59,99439.06,15.1,4.0,12.0,2.0,0.189,0.0,0.0,0.0,0.0,50.0,App,Lagos-Mainland,0.2050049833398827,Low,3596.3757096583995,High failed-transaction rate (18.9%),Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003826,0
46.0,112.0,1.0,1.0,85599.24,54018.27,11.0,5.0,11.0,0.0,0.034,1.0,0.0,,0.0,0.0,USSD,Lagos-Mainland,0.1879408885673136,Low,1038.0604156672648,Single-product relationship,"Needs-based review: suitability check, no automatic sale",No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003827,0
53.0,104.0,1.0,1.0,85025.21,58883.23,2.7,8.0,10.0,1.0,0.178,0.0,0.0,1.0,0.0,500.0,USSD,Lagos-Mainland,0.1922564252894307,Low,1330.1698273238412,"High failed-transaction rate (17.8%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003828,1
25.0,39.0,2.0,0.0,55501.63,85743.56,11.2,12.0,8.0,22.0,0.153,1.0,0.0,1.0,0.0,0.0,App,Lagos-Mainland,0.5004784394522426,High,9228.200775469932,"High failed-transaction rate (15.3%), Inactivity (22 days since last txn)",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003829,0
64.0,8.0,2.0,1.0,73468.48,25325.18,4.3,11.0,13.0,5.0,0.174,0.0,0.0,0.0,0.0,250.0,Internet,Lagos-Mainland,0.10994219852007371,Low,-803.92350822085,High failed-transaction rate (17.4%),Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003830,0
28.0,97.0,1.0,1.0,11062.24,131713.46,3.9,3.0,,5.0,0.076,0.0,0.0,1.0,0.0,50.0,App,Lagos-Island,0.24198864951186994,Low,6468.290576983924,Single-product relationship,"Needs-based review: suitability check, no automatic sale",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003831,0
60.0,45.0,2.0,1.0,22164.29,63653.87,17.1,6.0,17.0,0.0,0.06,0.0,0.0,1.0,0.0,50.0,App,Lagos-Island,0.11368010112979306,Low,309.0445947256751,Elevated risk pattern (review engagement/friction signals),Monitor: no contact unless risk persists next cycle,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003832,0
52.0,90.0,2.0,1.0,58886.75,143143.83,6.9,13.0,4.0,0.0,0.116,0.0,0.0,2.0,0.0,0.0,App,Lagos-Island,0.09970066559771075,Low,2067.8837818013885,High failed-transaction rate (11.6%),Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003833,0
25.0,15.0,3.0,0.0,47311.82,139798.81,8.6,8.0,7.0,5.0,0.154,1.0,0.0,0.0,1.0,250.0,Internet,Lagos-Mainland,0.4585839148481808,Medium,14527.371395229251,High failed-transaction rate (15.4%),Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003834,0
55.0,80.0,1.0,1.0,25558.87,77200.61,5.2,13.0,12.0,23.0,0.088,0.0,0.0,1.0,0.0,0.0,App,Other,0.18300317176889058,Low,2031.9891231232832,"High failed-transaction rate (8.8%), Inactivity (23 days since last txn), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003835,0
28.0,70.0,1.0,0.0,73273.92,95360.16,5.8,10.0,9.0,16.0,0.017,3.0,3.0,3.0,0.0,100.0,App,Lagos-Island,0.9882487311209888,Critical,22059.88927987362,"Unresolved service issues (3 open), Downtime exposure (3 days), Single-product relationship","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003836,1
49.0,110.0,1.0,,127306.28,113813.66,9.4,6.0,17.0,0.0,0.086,1.0,0.0,1.0,0.0,50.0,App,Lagos-Island,0.22830776696088775,Low,4996.135641061428,"High failed-transaction rate (8.6%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003837,0
67.0,13.0,3.0,1.0,41343.41,68480.45,11.7,9.0,12.0,17.0,0.03,2.0,1.0,2.0,0.0,0.0,USSD,Other,0.6228187815004343,High,9162.727606400354,Unresolved service issues (1 open),"Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003838,0
67.0,49.0,4.0,1.0,96214.37,21223.62,9.0,5.0,12.0,1.0,,0.0,0.0,1.0,0.0,0.0,Agent,Lagos-Island,0.08753117881945151,Low,-1035.5678806459782,Elevated risk pattern (review engagement/friction signals),Monitor: no contact unless risk persists next cycle,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003839,0
63.0,118.0,2.0,1.0,60169.79,98930.56,13.1,8.0,11.0,0.0,0.171,0.0,0.0,0.0,0.0,50.0,App,,0.08538585106156374,Low,611.8175153992738,High failed-transaction rate (17.1%),Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003840,0
43.0,47.0,1.0,1.0,142566.12,164510.84,15.6,16.0,7.0,10.0,0.202,0.0,0.0,0.0,0.0,50.0,App,Lagos-Island,0.1284617860104073,Low,3783.339081118089,"High failed-transaction rate (20.2%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003841,0
47.0,79.0,1.0,1.0,20311.94,52674.79,3.2,8.0,10.0,0.0,0.045,1.0,1.0,0.0,0.0,100.0,USSD,Lagos-Mainland,0.28883960728500846,Low,2303.641414355073,"Unresolved service issues (1 open), Single-product relationship","Complaint recovery: assign owner, resolve + follow-up call within 48h",FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003842,0
33.0,20.0,2.0,0.0,29157.37,148085.58,13.6,7.0,6.0,10.0,0.047,0.0,0.0,1.0,0.0,250.0,Branch,Lagos-Mainland,0.3312432195143139,Low,10763.086070711122,Elevated risk pattern (review engagement/friction signals),Monitor: no contact unless risk persists next cycle,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003843,0
65.0,87.0,1.0,1.0,57342.39,36400.08,11.2,10.0,10.0,7.0,0.08,0.0,0.0,1.0,0.0,250.0,Internet,Lagos-Mainland,0.13823846487555108,Low,-242.02720486318754,"High failed-transaction rate (8.0%), Single-product relationship",Assisted support: service-reliability check + fee goodwill review,No contact,"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003844,0
42.0,33.0,2.0,1.0,,73710.77,11.1,8.0,10.0,2.0,0.104,1.0,0.0,4.0,0.0,50.0,USSD,Lagos-Island,0.32359216305856636,Low,4463.056876253121,"High failed-transaction rate (10.4%), Downtime exposure (4 days)",Assisted support: service-reliability check + fee goodwill review,FLAG FOR REVIEW (human approval required),"Suppress if: opted out, complaint in escalation, contacted <14d, fraud under review",SYN-003845,0
