Respondent_ID,Valid_Record,Consent,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,CHD1,CHD2,CHD3,CHD4,CHD5,CHD6,CHD7,CHD8,CHD9,CHD10,AIA1,AIA2,AIA3,AIA4,AIA5,AIA6,AIA7,AIA8,PAC1,PAC2,PAC3,PAC4,PAC5,PAC6,PAC7,PAC8,MLU1,MLU2,MLU3,MLU4,MLU5,MLU6,MLU7,MLU8,MLU9,RSO1,RSO2,RSO3,RSO4,RSO5,RSO6,RSO7,RSO8,CRE1,CRE2,CRE3,CRE4,CRE5,CRE6,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,CHD_Mean,AIA_Mean,PAC_Mean,MLU_Mean,RSO_Mean,CRE_Mean,IMP_Mean
R082,Yes,Yes,Female,18-24,Master's,Commercial bank,Customer Experience/Service,6-10,Yes,2,Yes,Yes,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,,2.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.1,4.125,3.4285714285714284,3.625,3.142857142857143,2.6666666666666665,2.375
R083,Yes,Yes,Male,35-44,Doctorate,Commercial bank,Risk/Compliance,11-15,Yes,2,Do not know,Yes,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.7,2.875,4.375,2.75,3.75,3.0,2.75
R084,Yes,Yes,Male,25-34,Bachelor/HND,Commercial bank,Digital Banking/Product,Less than 2,Yes,3,Yes,Yes,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.7,2.625,3.5,2.0,3.0,3.3333333333333335,2.625
R085,Yes,Yes,Male,35-44,Bachelor/HND,Fintech/payment provider,IT/Technology,6-10,Yes,4,Yes,Yes,2.0,3.0,,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.4444444444444446,2.7142857142857144,2.75,2.5555555555555554,1.875,2.5,3.625
R086,Yes,Yes,Female,45-54,Bachelor/HND,Commercial bank,Risk/Compliance,2-5,Yes,1,No,Yes,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,,3.0,3.0,4.0,3.0,,3.0,3.0,3.0,3.8,1.375,1.7142857142857142,1.5,1.5,2.8,3.142857142857143
R087,Yes,Yes,Male,35-44,Diploma/OND/NCE,Digital bank/neobank,Risk/Compliance,2-5,Yes,1,Do not know,Yes,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,,3.0,4.0,2.0,,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.9,2.75,3.625,2.3333333333333335,3.25,,2.25
R088,Yes,Yes,Male,25-34,Master's,Digital bank/neobank,Risk/Compliance,6-10,Yes,1,Yes,Yes,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,,4.0,3.0,3.0,5.0,4.0,3.0,2.2,2.5,2.875,2.888888888888889,3.25,2.6666666666666665,3.7142857142857144
R089,Yes,Yes,Female,18-24,Bachelor/HND,Merchant bank,Other,2-5,Yes,3,Yes,Yes,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,2.0,3.4,3.5,3.0,2.3333333333333335,2.875,2.5,2.125
R090,Yes,Yes,Male,25-34,Diploma/OND/NCE,Merchant bank,Digital Banking/Product,6-10,Yes,3,Yes,Yes,4.0,4.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0,4.0,2.0,2.0,,4.0,2.0,2.0,2.0,2.0,4.0,3.125,3.25,2.2222222222222223,1.875,3.8333333333333335,2.2857142857142856
R091,Yes,Yes,Male,45-54,Bachelor/HND,Merchant bank,Digital Banking/Product,2-5,Yes,4,Yes,Yes,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,2.5714285714285716,2.5,2.888888888888889,3.125,2.8333333333333335,4.5
R092,Yes,Yes,Female,25-34,Bachelor/HND,Commercial bank,IT/Technology,11-15,Yes,3,No,Yes,2.0,3.0,4.0,2.0,3.0,3.0,,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,2.7777777777777777,1.875,2.25,2.3333333333333335,2.857142857142857,2.8333333333333335,2.375
R093,Yes,Yes,Male,25-34,Bachelor/HND,Insurance/investment/other licensed financial institution,IT/Technology,2-5,Yes,3,Yes,Yes,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.4,4.125,3.25,3.0,4.0,3.6666666666666665,3.375
R094,Yes,Yes,Female,45-54,Diploma/OND/NCE,Fintech/payment provider,Data/Analytics/AI,Less than 2,Yes,1,No,Yes,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,,3.0,3.0,1.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,2.375,2.375,2.625,2.625,3.0,2.875
R095,Yes,Yes,Male,25-34,Master's,Commercial bank,IT/Technology,6-10,Yes,2,Yes,Yes,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,2.2,2.75,3.125,2.2222222222222223,2.75,3.1666666666666665,3.875
R096,Yes,Yes,Female,25-34,Master's,Commercial bank,IT/Technology,2-5,Yes,0,Yes,Yes,4.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,,2.0,4.0,3.0,3.0,4.0,,3.0,2.0,3.0,,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,,,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.9,2.7142857142857144,,2.3333333333333335,,2.5,3.375
R097,Yes,Yes,Male,18-24,Bachelor/HND,Commercial bank,Customer Experience/Service,2-5,Yes,2,Yes,Yes,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.125,3.125,3.0,4.125,3.3333333333333335,3.375
R098,Yes,Yes,Female,45-54,Diploma/OND/NCE,Commercial bank,IT/Technology,16 or more,Yes,1,No,Yes,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,4.5,3.0,3.75,2.4444444444444446,3.4285714285714284,3.5,2.125
R099,Yes,Yes,Female,25-34,Postgraduate Diploma,Commercial bank,Management/Strategy,11-15,Yes,3,Yes,Yes,4.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,,2.6,4.125,2.25,3.888888888888889,4.0,3.3333333333333335,2.4285714285714284
R100,Yes,Yes,Male,25-34,Diploma/OND/NCE,Commercial bank,Customer Experience/Service,6-10,Yes,1,Yes,Yes,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,,2.0,2.0,,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,,3.0,4.0,4.0,3.0,3.0,4.0,1.0,3.6,3.25,,2.6666666666666665,3.375,3.5,3.142857142857143
R101,Yes,Yes,Male,25-34,Bachelor/HND,Commercial bank,Customer Experience/Service,Less than 2,Yes,1,No,Yes,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.1,1.875,3.125,3.2222222222222223,2.875,3.1666666666666665,3.75
R102,Yes,Yes,Male,35-44,Bachelor/HND,Merchant bank,Management/Strategy,11-15,Yes,2,No,Yes,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,3.125,4.75,2.6666666666666665,3.5,3.8333333333333335,3.625
R103,Yes,Yes,Female,25-34,Master's,Microfinance bank,Relationship/Marketing,Less than 2,Yes,3,Yes,Yes,2.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,1.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.8,2.625,3.0,2.0,2.875,2.1666666666666665,3.75
R104,Yes,Yes,Male,25-34,Doctorate,Commercial bank,Data/Analytics/AI,2-5,Yes,1,Yes,Yes,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,,2.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,2.2222222222222223,3.0,3.0,3.3333333333333335,3.375,2.3333333333333335,3.25
R105,Yes,Yes,Male,25-34,Bachelor/HND,Digital bank/neobank,Customer Experience/Service,6-10,Yes,3,Yes,Yes,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.3,3.625,3.875,3.2222222222222223,3.625,4.166666666666667,3.875
R106,Yes,Yes,Female,35-44,Postgraduate Diploma,Fintech/payment provider,IT/Technology,2-5,Yes,0,Do not know,Yes,2.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.1,3.125,3.125,2.2222222222222223,2.125,1.5,3.5
R107,Yes,Yes,Male,35-44,Bachelor/HND,Insurance/investment/other licensed financial institution,Risk/Compliance,16 or more,Yes,4,Yes,Yes,4.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.4,3.125,3.0,3.5,2.375,2.5,2.375
R108,Yes,Yes,Male,35-44,Master's,Digital bank/neobank,IT/Technology,2-5,Yes,2,No,Yes,2.0,2.0,,1.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.7777777777777777,2.75,2.625,2.888888888888889,2.75,3.8333333333333335,2.625
R109,Yes,Yes,Female,35-44,Master's,Fintech/payment provider,Other,2-5,Yes,2,Yes,Yes,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.125,2.0,2.111111111111111,1.75,3.5,2.5
R110,Yes,Yes,Male,18-24,Master's,Fintech/payment provider,Relationship/Marketing,6-10,Yes,0,Do not know,Yes,5.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,4.2,3.25,3.25,2.888888888888889,3.25,2.5,4.5
R111,Yes,Yes,Female,25-34,Master's,Commercial bank,Data/Analytics/AI,2-5,Yes,4,No,Yes,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,,4.0,3.0,2.0,,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.2,3.2857142857142856,2.857142857142857,3.111111111111111,2.875,3.0,3.0
R112,Yes,Yes,Male,45-54,Bachelor/HND,Fintech/payment provider,Data/Analytics/AI,6-10,Yes,1,No,Yes,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,4.0,4.0,3.5,1.875,2.0,2.888888888888889,1.375,2.3333333333333335,3.25
R113,Yes,Yes,Female,45-54,Master's,Microfinance bank,Relationship/Marketing,6-10,Yes,3,Yes,Yes,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,,3.0,,3.0,2.0,2.0,2.0,4.125,3.5,3.0,3.25,2.6666666666666665,
R114,Yes,Yes,Female,35-44,Diploma/OND/NCE,Microfinance bank,IT/Technology,6-10,Yes,1,Yes,Yes,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,2.25,2.75,4.0,2.0,2.5,3.125
R115,Yes,Yes,Female,25-34,Bachelor/HND,Commercial bank,Relationship/Marketing,6-10,Yes,2,Yes,Yes,3.0,3.0,2.0,3.0,,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,2.7777777777777777,3.625,3.25,4.222222222222222,3.0,3.6666666666666665,3.75
R116,Yes,Yes,Male,35-44,Bachelor/HND,Commercial bank,Relationship/Marketing,11-15,Yes,4,Yes,Yes,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,5.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,3.7,3.125,2.75,3.5555555555555554,3.0,3.0,2.875
R117,Yes,Yes,Female,35-44,Diploma/OND/NCE,Commercial bank,Management/Strategy,6-10,Yes,0,Do not know,Yes,4.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,3.1,4.0,3.75,3.3333333333333335,3.25,3.0,2.5
R118,Yes,Yes,Male,25-34,Doctorate,Commercial bank,IT/Technology,2-5,Yes,3,Yes,Yes,4.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.1,4.25,4.5,2.5555555555555554,5.0,3.8333333333333335,2.7142857142857144
R119,Yes,Yes,Female,25-34,Master's,Commercial bank,Management/Strategy,6-10,Yes,2,Yes,Yes,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,,3.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,3.7,2.875,2.75,4.0,2.375,2.6,4.125
R120,Yes,Yes,Female,35-44,Diploma/OND/NCE,Commercial bank,IT/Technology,16 or more,Yes,2,Do not know,Yes,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,,3.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,5.0,5.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,1.7,3.625,3.5714285714285716,4.222222222222222,3.625,3.8333333333333335,3.25
R121,Yes,Yes,Male,35-44,Master's,Commercial bank,Data/Analytics/AI,2-5,Yes,1,No,Yes,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,3.4,2.875,3.0,2.5555555555555554,2.625,3.8333333333333335,3.875
R122,Yes,Yes,Male,55 or above,Bachelor/HND,Fintech/payment provider,Data/Analytics/AI,11-15,Yes,2,Yes,Yes,4.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,,3.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,,2.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,3.8,2.875,2.0,3.3333333333333335,2.125,2.0,3.125
R123,Yes,Yes,Female,35-44,Bachelor/HND,Commercial bank,Customer Experience/Service,16 or more,Yes,0,Do not know,Yes,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,2.9,2.125,2.5,2.3333333333333335,2.625,1.6666666666666667,4.125
